Date,Momentum_1m,Momentum_2m,Momentum_3m,Turnover_1m,Turnover_2m,Turnover_3m,Volatility_1m,Volatility_2m,Volatility_3m,std_1m,std_2m,std_3m,ROA,ROE,EP,BP
2021-01-04,0.8638182545496889,0.8011878202386654,0.8818813341776621,1.0364066022888017,1.0139834767402844,1.0049509272377768,0.981519298608456,0.9715446123071594,0.9398264511658406,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0326477063918187,1.0605675281449922
2021-01-05,0.8825139225275607,0.8193353745174334,0.8957383660910083,1.037630644064123,1.0144559441845558,1.0048999721828262,0.9836797144407639,0.9824801975208977,0.9411755499317461,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0273644023122233,1.0568279511432555
2021-01-06,0.8782844340857126,0.8512823638454664,0.8979526320075514,1.039503491510894,1.0149849718954416,1.0047522243656775,0.9520216479962598,0.9741353669247758,0.9364844409491456,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0145115891608771,1.0439701428940353
2021-01-07,0.8641291685690263,0.8321670746045942,0.8920812245716041,1.0388116995872716,1.0165652851576774,1.0048566269796466,0.9465046085055291,0.9680012973016163,0.93183088409347,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.008844022439072,1.0421017417824598
2021-01-08,0.8520121752631571,0.8037783899728378,0.8758159741242711,1.039375808474248,1.0172069504592822,1.006013377721129,0.9399735503269161,0.9735212730842879,0.9310318043032048,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0095095453129943,1.0467584578087108
2021-01-11,0.835878098903024,0.7943243405790474,0.8939202543045716,1.0408879590080768,1.0186386660564057,1.0037801716455794,0.9443693922320245,0.9824631998456618,0.9331758920382158,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0083084707723666,1.046498480834423
2021-01-12,0.8497251365016706,0.812931533182818,0.8993118202860313,1.0422191605441875,1.019544193092942,1.0036349386438206,0.9632091315782114,0.985853920975732,0.9400429287949947,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0023779294921327,1.0429779510071449
2021-01-13,0.8558239137620852,0.8196023278299313,0.8994712975748339,1.0405518681024304,1.022170659941168,1.0037126317255685,0.9747697764014108,0.9868968447201456,0.9431875975961841,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0036042295046277,1.0444932013409731
2021-01-14,0.8526730073008252,0.7878696458713318,0.8710830149229013,1.0423311882028823,1.0241512356995954,1.004890796809189,0.9903729072948659,0.9991168434802483,0.9462211622663924,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9973790361995417,1.0423760095280235
2021-01-15,0.8758759793160962,0.8038592760621027,0.873697421208199,1.0420120542300164,1.0256712720861751,1.0068804061737364,0.998231372511697,1.002999758323024,0.9521461683309876,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9990526075736897,1.046165555768011
2021-01-19,0.8693717660865137,0.8057728919844426,0.8582332739976072,1.0391967665582313,1.0256028860409963,1.0092467598628416,1.0094900536010687,1.01497918171018,0.956917837960073,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9928873071151582,1.0492414533693226
2021-01-20,0.8735472690370564,0.7852800602985196,0.8297070539487496,1.03586745529133,1.0249274548516603,1.0101801710773808,1.0085276512876986,1.010936439408011,0.9572466783543946,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9909809419292851,1.0495296649032968
2021-01-21,0.882850579894055,0.7827852733961972,0.828234483236416,1.033171387753312,1.0245330621423498,1.0100590936998488,1.0058407299299785,1.0095049046539981,0.9572478599285453,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9955780138049752,1.051884388006936
2021-01-22,0.8627086274113028,0.7884950346207019,0.8089541143563835,1.0293322008604588,1.0244396183255553,1.0091975367098707,1.012111244741642,1.0131191096391359,0.963239932848841,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9918880897640447,1.0478506947586421
2021-01-25,0.8586738814298281,0.7928202115709431,0.7961496156139395,1.027732748488051,1.024945771309043,1.0091249722280082,1.018174171180145,1.0122333945687008,0.9688805349825159,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.989849358908335,1.050318661653876
2021-01-26,0.8935301174767817,0.8178604060884496,0.8033530425827436,1.0249215467436565,1.0257725194592906,1.0106959325319345,1.0283063060446944,1.0102625880217002,0.9705943856629325,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9931208530516195,1.0527126016225474
2021-01-27,0.9569848168055487,0.8817828344700709,0.8288098479197245,1.0275003232134625,1.0288757867406222,1.0129777449153732,1.0138147740658445,1.0086627221690452,0.9705217266910715,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0049128126336166,1.0557463459991394
2021-01-28,0.928873667664366,0.8660097666834883,0.8213065352475195,1.0255927411492647,1.0313934379295737,1.015644516477975,1.0152548941422677,1.0063053620354472,0.9708749185474699,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0026956862523975,1.05126450655048
2021-01-29,0.9485532947200873,0.8889991916847894,0.8037135346669192,1.0246795534336022,1.031641137645501,1.0160667508420358,1.0063074886896333,1.00427090956432,0.9724309686457596,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,1.0060973112261606,1.054185235703861
2021-02-01,0.9304881311799565,0.8693296485107622,0.7814342793808614,1.0247238536065417,1.0325166639335421,1.0166590815259293,1.0046445633345573,1.0127528771235137,0.9853482227974257,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9973198453086053,1.0525952468413597
2021-02-02,0.8878695844581542,0.8341234365027498,0.7355129509151624,1.0282600902520664,1.0364907233671485,1.019028135405131,1.004934082206721,1.0192904027769,0.9943393805661712,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9909535474076409,1.0504777551399873
2021-02-03,0.8605076893102701,0.8240104278664343,0.7339801864557994,1.0406460263240849,1.0382788947940833,1.0199451321791357,1.0115260749426205,1.0156650526469222,1.0045100954055257,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9845170143263255,1.0463602166359864
2021-02-04,0.8359117762981314,0.8020317026400867,0.7397524864430001,1.0442162919646796,1.0400258532520787,1.0209554337410338,1.0022863200742098,1.013251184950626,1.0047618216900767,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9754556688298954,1.042393529043372
2021-02-05,0.8920483202719379,0.8209536725031098,0.7562434964537276,1.044710325590376,1.0431105649231236,1.0229072319996848,1.0091763678250378,1.0172207121011485,1.0114967497138534,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9716527539543311,1.0422512356510625
2021-02-08,0.86604987697926,0.7929299940469531,0.7417376015048104,1.0439400974211548,1.043145328435528,1.0247984396496528,1.0130711648975508,1.0221315167520244,1.0118425218215104,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9580017191605261,1.0361341614865989
2021-02-09,0.8494757271540817,0.8077831398764129,0.7272064115323037,1.0447236647542544,1.0410562845628322,1.0260233593329984,1.0125019632225642,1.0210789074100144,1.0285732746647367,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.955047560802543,1.0351850161332479
2021-02-10,0.8611162561038297,0.7940387908983231,0.7468529808523234,1.0481940646684038,1.0423069002156866,1.0276794076992743,1.0127683328758779,1.0230038524974716,1.040535396958571,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9579100053816154,1.0349708077940991
2021-02-11,0.9043712442864179,0.813063434493361,0.7782024749518069,1.0554258426601149,1.0450312063957266,1.0307704530404125,1.009333789976327,1.0271766434555867,1.0421414630490333,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9597497364363249,1.0350773554194752
2021-02-12,0.8802188631058759,0.8208910487954795,0.7739320255408245,1.0565435172494682,1.0463387057901967,1.0313474060684342,1.0149029189351926,1.0333753699733537,1.0428187353098173,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9578337230991404,1.034154475164931
2021-02-16,0.9158097997873142,0.8330411393717491,0.7469361525330422,1.0593712620179871,1.047512737212093,1.0326174247065802,1.007214534761018,1.03621251588498,1.0494836650478037,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9551247700554308,1.0271872927635304
2021-02-17,0.8998857535560791,0.8539026061906292,0.7702316782858083,1.05960873262078,1.0474521933643048,1.0331711168025988,1.0115230060016132,1.0388761401671958,1.0538926462991367,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9581631091365972,1.0277294057536766
2021-02-18,0.9520398872685196,0.8491974240714075,0.7963798545557077,1.058100165982297,1.048312389649675,1.0341606771371858,1.009148703817115,1.0384163356108642,1.0498187017063132,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9652508760939317,1.0317312148329036
2021-02-19,0.9122948456985777,0.8563090549322715,0.7844905498565278,1.0605994621888362,1.0495267867142661,1.0349475454378299,1.0083561470019486,1.0404515937917864,1.0449866612695233,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9583254578982903,1.027265266711195
2021-02-22,0.9138399602790452,0.8732389837937383,0.7768771527873354,1.0624950946952183,1.0496760450293856,1.037120765645762,1.008241930046649,1.0377881307803045,1.0380344911767159,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9583172695032218,1.0205849506123845
2021-02-23,0.9464319227198331,0.8672493558523722,0.7946598854077256,1.063507126852563,1.0512770072898439,1.0376554589901654,0.998749264663536,1.0345361616291662,1.030995794126808,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9636721089947992,1.0164320758565133
2021-02-24,0.9526490669899987,0.8776180383621474,0.7802544568761507,1.0605549734439572,1.0509291768762017,1.0374413268547538,0.9913127911805489,1.0308074570699766,1.024022288407873,0.0,0.0,0.0,0.9777383358842787,0.9941617905308858,0.9554370985177256,1.009856899294087
