,index,annual_sharperatio,max_drawdown,carmarratio
931,MYRG,1.364233019727487,0.14720939090762908,4.039127315692688
932,NAAS,-3.151834896554024,0.9172981891626023,-1.1090158044368206
933,NARI,0.3736930021576844,0.4182814400797452,0.09445562930520668
934,NATH,-0.12585876703092158,0.217855677301783,-0.34037638087987
935,NATI,-0.3957901758966048,0.17153287600645595,-0.8462346381322089
936,NAUT,-0.5997911436591964,0.7370713280866885,-0.825868000398768
937,NBIX,-0.7593843120308289,0.30127374724169065,-0.9191346195723034
938,NBRV,-2.2298136103934074,0.809375,-1.0762956115068791
939,NBTX,-2.144533109118434,0.5960995822921307,-1.1083398513856866
940,NCMI,-0.2504780849472261,0.5539568265114602,-0.6330479158380244
941,NCNA,-0.439364554902113,0.6999999926640437,-0.8243201039406657
942,NCNO,-0.38248461079995355,0.3686881690662993,-0.8577923543762761
943,NCSM,0.3488011551635159,0.39032074913115067,0.07319987384576149
944,NCTY,0.2535058722803637,0.8896628147502759,-0.7782697789559998
945,NDLS,0.14392212560443676,0.2984174756248902,-0.13509713555109884
946,NDRA,0.2739118022227138,0.7372262678451738,-0.39473795698614206
947,NEGG,1.1435143849901468,0.7700873382449643,1.7222295036005608
948,NEOG,0.0878188776773184,0.16716820744225758,-0.07169333303741326
949,NERV,-1.658743754234554,0.765915498141376,-1.0123709876277893
950,NESR,-0.3307060626697093,0.3731641768848183,-0.5648866381745659
951,NEXT,0.6808493811518049,0.4652173719243873,0.6110244926861854
952,NFBK,0.5905566167072746,0.11450383664110297,0.969718918289273
953,NFE,-1.6195579085867604,0.6179452434309276,-1.1164342416909592
954,NFLX,0.4668284371708176,0.16069953586799468,0.639667903443907
955,NGM,-0.4798830823643487,0.4930784430754507,-0.9400888296344881
956,NGMS,-0.07115057614607252,0.6185072307186295,-0.42820598996769627
957,NH,-1.833090936501831,0.7958333374725446,-1.035321862122225
958,NISN,-1.4373501797422061,0.8627876686229068,-1.1159033718685498
959,NIU,-1.0082857400080092,0.665056695358606,-0.9337751433141347
960,NKLA,-0.4196848995604373,0.6277641226786017,-0.8413520134573548
961,NKTX,-1.5828158971693274,0.7477089024818084,-1.0986112884674315
962,NLTX,-1.9356101892580886,0.693916349465196,-1.1194520561784729
963,NMIH,-0.5238079302883935,0.2237547918479773,-0.8940196379547697
964,NMRK,2.561373191307173,0.12576689786199247,11.793378686614446
965,NMTR,-0.13129087149077523,0.5170984423187113,-0.8334697443182444
966,NNBR,-0.8273041516500016,0.5125149004501592,-0.8963154515970805
967,NNOX,-1.0007985834587567,0.7863093437841142,-0.9879272774168821
968,NOACU,-0.5490227843661759,0.21467179721363627,-0.8073490073750305
969,NODK,-0.020579779941000288,0.13198221140437993,-0.2678741922976129
970,NOVN,-0.438619921248379,0.8111627933590911,-0.848969515041053
971,NRBO,-1.519895465837498,0.7993527400884944,-1.1118450551710504
972,NRIX,0.011754553203273767,0.46363635496659716,-0.5571996181881115
973,NRXP,-0.26390640903556056,0.9227732973288413,-0.9736475018078589
974,NSIT,0.7898160188695328,0.1459992513819599,1.3782945652954326
975,NSTG,-0.6018837780452513,0.5416145733073578,-0.8363945358460868
976,NTAP,1.159135852050262,0.11683055817247545,2.6142663971183824
977,NTCT,0.3698782230940229,0.1527777675099662,0.4971401746448522
978,NTGR,-1.1924656558805207,0.36702372672481565,-1.0420311291344353
979,NTLA,0.7430778847338014,0.3681397596738454,1.2625390390534554
980,NTNX,0.07879675363444509,0.294634624975309,-0.20333503732208333
981,NTRA,-0.34680140670415016,0.2778991375147585,-0.8768810129101169
982,NURO,0.7945926244173823,0.7913465449686179,0.6162815315779608
983,NUVA,-0.46742575291399624,0.3420245702242566,-0.5061585899971872
984,NVCR,-0.8202987285067718,0.6431221737235866,-0.9516258955872281
985,NVDA,1.8620173904902326,0.1888759998767351,5.914865358124829
986,NVEE,1.2929137325616484,0.20179206042660613,1.9343961367237192
987,NVMI,1.8184331752666762,0.1184237467372039,7.060397516581115
988,NVNO,-0.4215549554878155,0.4934409628434623,-0.8195420980227877
989,NVNOW,0.3341655554961646,0.5535714304720869,-0.4298108547150124
990,NVVE,0.07663304903641124,0.6177386087613581,-0.5573638837608135
991,NWBI,-0.4503631834905753,0.17127801905137152,-0.5086192268414742
992,NWPX,0.019067070258033017,0.3471718945770288,-0.16508538667238987
993,NXPI,0.6867947702575911,0.14911806412220352,1.3838722929711422
994,NXST,0.8467932092422615,0.14594116210937502,1.6140702916682583
995,NXTC,-1.060333906109671,0.5893371929201363,-0.9512304166181913
996,OBNK,0.9430649827416019,0.14416374555436562,1.9546852921190456
997,OBSV,0.1811620731011195,0.5193236536922804,-0.275876498351207
998,OCCI,-0.10282637945832084,0.3029428749632259,-0.23990543167856765
999,OCG,0.4995336951624125,0.6397637656694513,-0.15314365079168576
1000,OCGN,0.8776918380734089,0.5961538538210245,1.0483870868615957
1001,OCUL,-1.598089810246469,0.6988899178455042,-1.1139642907995868
1002,ODFL,2.604095570243208,0.06246221439728106,10.631420674055796
1003,OESX,-2.5274079941241068,0.7120418899361646,-1.0926701272893542
1004,OFED,-0.4846464719816187,0.19330851038409558,-1.13647938078899
1005,OFIX,-1.1958254129857049,0.37868040821279014,-1.0040247096697767
1006,OKTA,-0.18805691342447547,0.27072291863186204,-0.7490269751692894
1007,OLLI,-1.4218172528622597,0.5115325470507991,-1.060627333900606
1008,OLMA,-1.083209238395958,0.8267626869959092,-1.0646583419112625
1009,OM,-0.09260574030948486,0.3470861141867395,-0.49738208162415326
1010,OMAB,-0.21925029724560546,0.1818023079385479,-0.6361194480461774
1011,OMCL,1.3065410487268554,0.08932299491865148,4.25382325443502
1012,OMER,-0.9150609789687042,0.708446869081221,-0.9598640342573495
1013,ONCR,-2.0545104199812365,0.8542897344723844,-1.1068488654627562
1014,ONCT,-0.5169683907331536,0.7483940186037963,-0.8073546693889049
1015,ONEM,-1.5175415160370778,0.7284056102747025,-0.9501646503210297
1016,ONEW,1.4167043714714511,0.30193598012153633,2.393125568663902
1017,ONTX,-0.5757691073481275,0.9037878788426121,-0.9197035601905793
1018,OPBK,1.4174847733298497,0.1636675094194745,3.5645295745030943
1019,OPGN,-0.3805012811495013,0.7090395529692004,-0.881961590680897
1020,OPRA,-0.3356344051251354,0.49103139876437163,-0.6685841982703301
1021,OPRT,0.25033448662833674,0.27496278040831756,0.06266330426728185
1022,OPT,-1.1267307559673958,0.5015673965962198,-0.9439695857910337
1023,OPTN,-1.5889255306621684,0.662365587042417,-1.0884174307734253
1024,ORGN,-0.6523262191016866,0.5813771505151073,-0.8280410981362033
1025,ORGO,0.4323520044291292,0.5986725866491167,0.14402612205743262
1026,ORIC,-0.6175817167072438,0.6479357982532667,-0.9636836001249681
1027,ORLY,1.6645693755920754,0.08307532010123941,4.7360091348597
1028,ORTX,-2.205694727147363,0.8599766522269019,-1.0571266806922917
1029,OSIS,-0.7278009637957098,0.11857587727000862,-1.1459675935501805
1030,OSS,0.5622304419811892,0.5159515927934537,0.30483779651601906
1031,OSTK,0.33817794649495325,0.4371113199659471,-0.09921940359532162
1032,OTEX,-0.05589956655733511,0.15598834927269045,-0.20537843638331255
1033,OTIC,-1.080143188960729,0.7986798613647095,-0.9289256075400567
1034,OTLK,0.40503233019041346,0.5225564135536835,-0.026910944997580313
1035,OVID,0.5178987038054754,0.29820625837004233,0.5633685605253392
1036,OXBR,1.4856977546343284,0.4803149478188704,4.054357350438062
1037,OXLC,0.7753897967544724,0.11219507571418286,1.7455994657647647
1038,OXSQ,0.5976576670433782,0.21499016088409928,0.6906587317079607
1039,OYST,0.16816540301801597,0.5878010974738894,-0.213837184855016
1040,PAA,-0.19679372429516648,0.24855486049067355,-0.5527276401002774
1041,PACB,-0.1745413910926469,0.62346041731519,-0.7460884177480662
1042,PAHC,-0.13237217594931616,0.3452182782851504,-0.3328439664187117
1043,PANL,0.5771172621504604,0.37264954938072714,0.5264123071287622
1044,PASG,-2.2519466388911615,0.7908146232960864,-1.1098664472025268
1045,PAVM,0.5408048201785033,0.7273695581278694,0.09479323714963714
1046,PAYX,1.9953505910954068,0.06128228700313576,6.376525091338699
1047,PBFS,-0.1543551402473801,0.14361697656251138,-0.5383345157691876
1048,PBPB,0.17809694682481322,0.432584223911595,-0.049672825471890864
