YearMonth,Index,floatShares
2021-02,AUDC,25357275.0
2021-03,AUDC,25357275.0
2021-04,AUDC,25357275.0
2021-05,AUDC,25357275.0
2021-06,AUDC,25357275.0
2021-07,AUDC,25357275.0
2021-08,AUDC,25357275.0
2021-09,AUDC,25357275.0
2021-10,AUDC,25357275.0
2021-11,AUDC,25357275.0
2021-12,AUDC,25357275.0
2022-01,AUDC,25357275.0
2022-02,AUDC,25357275.0
2022-03,AUDC,25357275.0
2022-04,AUDC,25357275.0
2022-05,AUDC,25357275.0
2022-06,AUDC,25357275.0
2022-07,AUDC,25357275.0
2020-01,TACT,7550000.0
2020-02,TACT,7550000.0
2020-03,TACT,7550000.0
2020-04,TACT,7550000.0
2020-05,TACT,7550000.0
2020-06,TACT,7550000.0
2020-07,TACT,8930000.0
2020-08,TACT,8930000.0
2020-09,TACT,8930000.0
2020-10,TACT,8960000.0
2020-11,TACT,8960000.0
2020-12,TACT,8960000.0
2021-01,TACT,8990000.0
2021-02,TACT,8990000.0
2021-03,TACT,8990000.0
2021-04,TACT,9840000.0
2021-05,TACT,9840000.0
2021-06,TACT,9840000.0
2021-07,TACT,9840000.0
2021-08,TACT,9840000.0
2021-09,TACT,9840000.0
2021-10,TACT,9890000.0
2021-11,TACT,9890000.0
2021-12,TACT,9890000.0
2022-01,TACT,9910000.0
2022-02,TACT,9910000.0
2022-03,TACT,9910000.0
2022-04,TACT,9910000.0
2022-05,TACT,9910000.0
2022-06,TACT,9910000.0
2022-07,TACT,8428561.0
2020-01,ACET,19590000.0
2020-02,ACET,19590000.0
2020-03,ACET,19590000.0
2020-04,ACET,19590000.0
2020-05,ACET,19590000.0
2020-06,ACET,19590000.0
2020-07,ACET,19600000.0
2020-08,ACET,19600000.0
2020-09,ACET,19600000.0
2020-10,ACET,31780000.0
2020-11,ACET,31780000.0
2020-12,ACET,31780000.0
2021-01,ACET,31810000.0
2021-02,ACET,31810000.0
2021-03,ACET,31810000.0
2021-04,ACET,31840000.0
2021-05,ACET,31840000.0
2021-06,ACET,31840000.0
2021-07,ACET,31960000.0
2021-08,ACET,31960000.0
2021-09,ACET,31960000.0
2021-10,ACET,39880000.0
2021-11,ACET,39880000.0
2021-12,ACET,39880000.0
2022-01,ACET,40000000.0
2022-02,ACET,40000000.0
2022-03,ACET,40000000.0
2022-04,ACET,40030000.0
2022-05,ACET,40030000.0
2022-06,ACET,40030000.0
2022-07,ACET,22870491.0
2020-01,PLAY,47450000.0
2020-02,PLAY,47450000.0
2020-03,PLAY,47450000.0
2020-04,PLAY,47590000.0
2020-05,PLAY,47590000.0
2020-06,PLAY,47590000.0
2020-07,PLAY,47640000.0
2020-08,PLAY,47640000.0
2020-09,PLAY,47640000.0
2020-10,PLAY,47660000.0
2020-11,PLAY,47660000.0
2020-12,PLAY,47660000.0
2021-01,PLAY,48160000.0
2021-02,PLAY,48160000.0
2021-03,PLAY,48160000.0
2021-04,PLAY,48260000.0
2021-05,PLAY,48260000.0
2021-06,PLAY,48260000.0
2021-07,PLAY,48420000.0
2021-08,PLAY,48420000.0
2021-09,PLAY,48420000.0
2021-10,PLAY,48570000.0
2021-11,PLAY,48570000.0
2021-12,PLAY,48570000.0
2022-01,PLAY,48930000.0
2022-02,PLAY,48930000.0
2022-03,PLAY,48930000.0
2022-04,PLAY,48240000.0
2022-05,PLAY,48240000.0
2022-06,PLAY,48240000.0
2022-07,PLAY,42671184.0
2020-01,JAMF,44122013.0
2020-02,JAMF,44122013.0
2020-03,JAMF,44122013.0
2020-04,JAMF,44122013.0
2020-05,JAMF,44122013.0
2020-06,JAMF,44122013.0
2020-07,JAMF,44122013.0
2020-08,JAMF,44122013.0
2020-09,JAMF,44122013.0
2020-10,JAMF,44122013.0
2020-11,JAMF,44122013.0
2020-12,JAMF,44122013.0
2021-01,JAMF,44122013.0
2021-02,JAMF,44122013.0
2021-03,JAMF,44122013.0
2021-04,JAMF,44122013.0
2021-05,JAMF,44122013.0
2021-06,JAMF,44122013.0
2021-07,JAMF,44122013.0
2021-08,JAMF,44122013.0
2021-09,JAMF,44122013.0
2021-10,JAMF,44122013.0
2021-11,JAMF,44122013.0
2021-12,JAMF,44122013.0
2022-01,JAMF,44122013.0
2022-02,JAMF,44122013.0
2022-03,JAMF,44122013.0
2022-04,JAMF,44122013.0
2022-05,JAMF,44122013.0
2022-06,JAMF,44122013.0
2022-07,JAMF,44122013.0
2020-01,TAIT,5040000.0
2020-02,TAIT,5040000.0
2020-03,TAIT,5040000.0
2020-04,TAIT,5040000.0
2020-05,TAIT,5040000.0
2020-06,TAIT,5040000.0
2020-07,TAIT,5040000.0
2020-08,TAIT,5040000.0
2020-09,TAIT,5040000.0
2020-10,TAIT,5060000.0
2020-11,TAIT,5060000.0
2020-12,TAIT,5060000.0
2021-01,TAIT,5060000.0
2021-02,TAIT,5060000.0
2021-03,TAIT,5060000.0
2021-04,TAIT,5090000.0
2021-05,TAIT,5090000.0
2021-06,TAIT,5090000.0
2021-07,TAIT,5100000.0
2021-08,TAIT,5100000.0
2021-09,TAIT,5100000.0
2021-10,TAIT,5110000.0
2021-11,TAIT,5110000.0
2021-12,TAIT,5110000.0
2022-01,TAIT,5110000.0
2022-02,TAIT,5110000.0
2022-03,TAIT,5110000.0
2022-04,TAIT,5230000.0
2022-05,TAIT,5230000.0
2022-06,TAIT,5230000.0
2022-07,TAIT,2609376.0
2020-01,BRP,19980000.0
2020-02,BRP,19980000.0
2020-03,BRP,19980000.0
2020-04,BRP,33950000.0
2020-05,BRP,33950000.0
2020-06,BRP,33950000.0
2020-07,BRP,33990000.0
2020-08,BRP,33990000.0
2020-09,BRP,33990000.0
2020-10,BRP,45850000.0
2020-11,BRP,45850000.0
2020-12,BRP,45850000.0
2021-01,BRP,49580000.0
2021-02,BRP,49580000.0
2021-03,BRP,49580000.0
2021-04,BRP,52540000.0
2021-05,BRP,52540000.0
2021-06,BRP,52540000.0
2021-07,BRP,56930000.0
2021-08,BRP,56930000.0
2021-09,BRP,56930000.0
2021-10,BRP,56270000.0
2021-11,BRP,56270000.0
2021-12,BRP,56270000.0
2022-01,BRP,59090000.0
2022-02,BRP,59090000.0
2022-03,BRP,59090000.0
2022-04,BRP,55470000.0
2022-05,BRP,55470000.0
2022-06,BRP,55470000.0
2022-07,BRP,55992924.0
2020-01,ALIM,5030000.0
2020-02,ALIM,5030000.0
2020-03,ALIM,5030000.0
2020-04,ALIM,5030000.0
2020-05,ALIM,5030000.0
2020-06,ALIM,5030000.0
2020-07,ALIM,5130000.0
2020-08,ALIM,5130000.0
2020-09,ALIM,5130000.0
2020-10,ALIM,5750000.0
2020-11,ALIM,5750000.0
2020-12,ALIM,5750000.0
2021-01,ALIM,6920000.0
2021-02,ALIM,6920000.0
2021-03,ALIM,6920000.0
2021-04,ALIM,6920000.0
2021-05,ALIM,6920000.0
2021-06,ALIM,6920000.0
2021-07,ALIM,6940000.0
2021-08,ALIM,6940000.0
2021-09,ALIM,6940000.0
2021-10,ALIM,6990000.0
2021-11,ALIM,6990000.0
2021-12,ALIM,6990000.0
2022-01,ALIM,6990000.0
2022-02,ALIM,6990000.0
2022-03,ALIM,6990000.0
2022-04,ALIM,7000000.0
2022-05,ALIM,7000000.0
2022-06,ALIM,7000000.0
2022-07,ALIM,5158854.0
2020-01,ALGM,189430000.0
2020-02,ALGM,189430000.0
2020-03,ALGM,189430000.0
2020-04,ALGM,189430000.0
2020-05,ALGM,189430000.0
2020-06,ALGM,189430000.0
2020-07,ALGM,189430000.0
2020-08,ALGM,189430000.0
2020-09,ALGM,189430000.0
2020-10,ALGM,189430000.0
2020-11,ALGM,189430000.0
2020-12,ALGM,189430000.0
2021-01,ALGM,189590000.0
2021-02,ALGM,189590000.0
2021-03,ALGM,189590000.0
2021-04,ALGM,189650000.0
2021-05,ALGM,189650000.0
2021-06,ALGM,189650000.0
2021-07,ALGM,189700000.0
2021-08,ALGM,189700000.0
2021-09,ALGM,189700000.0
2021-10,ALGM,189910000.0
2021-11,ALGM,189910000.0
2021-12,ALGM,189910000.0
2022-01,ALGM,190500000.0
2022-02,ALGM,190500000.0
2022-03,ALGM,190500000.0
2022-04,ALGM,65507888.0
2022-05,ALGM,65507888.0
2022-06,ALGM,65507888.0
2022-07,ALGM,65507888.0
2020-01,SONO,108950000.0
2020-02,SONO,108950000.0
2020-03,SONO,108950000.0
2020-04,SONO,110620000.0
2020-05,SONO,110620000.0
2020-06,SONO,110620000.0
2020-07,SONO,112850000.0
2020-08,SONO,112850000.0
2020-09,SONO,112850000.0
2020-10,SONO,119740000.0
2020-11,SONO,119740000.0
2020-12,SONO,119740000.0
2021-01,SONO,124600000.0
2021-02,SONO,124600000.0
2021-03,SONO,124600000.0
2021-04,SONO,125770000.0
2021-05,SONO,125770000.0
2021-06,SONO,125770000.0
2021-07,SONO,127130000.0
2021-08,SONO,127130000.0
2021-09,SONO,127130000.0
2021-10,SONO,127610000.0
2021-11,SONO,127610000.0
2021-12,SONO,127610000.0
2022-01,SONO,127890000.0
2022-02,SONO,127890000.0
2022-03,SONO,127890000.0
2022-04,SONO,127250000.0
2022-05,SONO,127250000.0
2022-06,SONO,127250000.0
2022-07,SONO,126208262.0
2020-01,ORGO,105360000.0
2020-02,ORGO,105360000.0
2020-03,ORGO,105360000.0
2020-04,ORGO,105420000.0
2020-05,ORGO,105420000.0
2020-06,ORGO,105420000.0
2020-07,ORGO,107790000.0
2020-08,ORGO,107790000.0
2020-09,ORGO,107790000.0
2020-10,ORGO,127990000.0
2020-11,ORGO,127990000.0
2020-12,ORGO,127990000.0
2021-01,ORGO,128199999.99999999
2021-02,ORGO,128199999.99999999
2021-03,ORGO,128199999.99999999
2021-04,ORGO,128580000.00000001
2021-05,ORGO,128580000.00000001
2021-06,ORGO,128580000.00000001
2021-07,ORGO,128639999.99999999
2021-08,ORGO,128639999.99999999
2021-09,ORGO,128639999.99999999
2021-10,ORGO,128770000.00000001
2021-11,ORGO,128770000.00000001
2021-12,ORGO,128770000.00000001
2022-01,ORGO,129070000.0
2022-02,ORGO,129070000.0
2022-03,ORGO,129070000.0
2022-04,ORGO,130889999.99999999
2022-05,ORGO,130889999.99999999
2022-06,ORGO,130889999.99999999
2022-07,ORGO,55024952.0
2020-01,HBT,27460000.0
2020-02,HBT,27460000.0
2020-03,HBT,27460000.0
2020-04,HBT,27460000.0
2020-05,HBT,27460000.0
2020-06,HBT,27460000.0
2020-07,HBT,27460000.0
2020-08,HBT,27460000.0
2020-09,HBT,27460000.0
2020-10,HBT,27410000.0
2020-11,HBT,27410000.0
2020-12,HBT,27410000.0
2021-01,HBT,27370000.0
2021-02,HBT,27370000.0
2021-03,HBT,27370000.0
2021-04,HBT,27350000.0
2021-05,HBT,27350000.0
2021-06,HBT,27350000.0
2021-07,HBT,29050000.0
2021-08,HBT,29050000.0
2021-09,HBT,29050000.0
2021-10,HBT,28990000.0
2021-11,HBT,28990000.0
2021-12,HBT,28990000.0
2022-01,HBT,28920000.0
2022-02,HBT,28920000.0
2022-03,HBT,28920000.0
2022-04,HBT,28810000.0
2022-05,HBT,28810000.0
2022-06,HBT,28810000.0
2022-07,HBT,9931194.0
2020-01,AESE,25180000.0
2020-02,AESE,25180000.0
2020-03,AESE,25180000.0
2020-04,AESE,29180000.0
2020-05,AESE,29180000.0
2020-06,AESE,29180000.0
2020-07,AESE,35110000.0
2020-08,AESE,35110000.0
2020-09,AESE,35110000.0
2020-10,AESE,39140000.0
2020-11,AESE,39140000.0
2020-12,AESE,39140000.0
2021-01,AESE,39140000.0
2021-02,AESE,39140000.0
2021-03,AESE,39140000.0
2021-04,AESE,39220000.0
2021-05,AESE,39220000.0
2021-06,AESE,39220000.0
2021-07,AESE,39140000.0
2021-08,AESE,39140000.0
2021-09,AESE,39140000.0
2021-10,AESE,39120000.0
2021-11,AESE,39120000.0
2021-12,AESE,39120000.0
2022-01,AESE,39120000.0
2022-02,AESE,39120000.0
2022-03,AESE,39120000.0
2022-04,AESE,39090000.0
2022-05,AESE,39090000.0
2022-06,AESE,39090000.0
2022-07,AESE,6414390.0
2020-01,TTEC,46600000.0
2020-02,TTEC,46600000.0
2020-03,TTEC,46600000.0
2020-04,TTEC,46730000.0
