YearMonth,Index,floatShares
2020-08,CLBK,112660000.0
2020-09,CLBK,112660000.0
2020-10,CLBK,109670000.0
2020-11,CLBK,109670000.0
2020-12,CLBK,109670000.0
2021-01,CLBK,108610000.0
2021-02,CLBK,108610000.0
2021-03,CLBK,108610000.0
2021-04,CLBK,106790000.0
2021-05,CLBK,106790000.0
2021-06,CLBK,106790000.0
2021-07,CLBK,106280000.0
2021-08,CLBK,106280000.0
2021-09,CLBK,106280000.0
2021-10,CLBK,106190000.0
2021-11,CLBK,106190000.0
2021-12,CLBK,106190000.0
2022-01,CLBK,106190000.0
2022-02,CLBK,106190000.0
2022-03,CLBK,106190000.0
2022-04,CLBK,110500000.0
2022-05,CLBK,110500000.0
2022-06,CLBK,110500000.0
2022-07,CLBK,32199730.0
2020-01,ZS,130520000.00000001
2020-02,ZS,130520000.00000001
2020-03,ZS,130520000.00000001
2020-04,ZS,132910000.0
2020-05,ZS,132910000.0
2020-06,ZS,132910000.0
2020-07,ZS,134190000.0
2020-08,ZS,134190000.0
2020-09,ZS,134190000.0
2020-10,ZS,135940000.0
2020-11,ZS,135940000.0
2020-12,ZS,135940000.0
2021-01,ZS,136990000.0
2021-02,ZS,136990000.0
2021-03,ZS,136990000.0
2021-04,ZS,138740000.0
2021-05,ZS,138740000.0
2021-06,ZS,138740000.0
2021-07,ZS,140080000.0
2021-08,ZS,140080000.0
2021-09,ZS,140080000.0
2021-10,ZS,141090000.0
2021-11,ZS,141090000.0
2021-12,ZS,141090000.0
2022-01,ZS,141860000.0
2022-02,ZS,141860000.0
2022-03,ZS,141860000.0
2022-04,ZS,143050000.0
2022-05,ZS,143050000.0
2022-06,ZS,143050000.0
2022-07,ZS,84221045.0
2020-01,CASH,34610000.0
2020-02,CASH,34610000.0
2020-03,CASH,34610000.0
2020-04,CASH,34630000.0
2020-05,CASH,34630000.0
2020-06,CASH,34630000.0
2020-07,CASH,33450000.000000004
2020-08,CASH,33450000.000000004
2020-09,CASH,33450000.000000004
2020-10,CASH,32250000.0
2020-11,CASH,32250000.0
2020-12,CASH,32250000.0
2021-01,CASH,31930000.0
2021-02,CASH,31930000.0
2021-03,CASH,31930000.0
2021-04,CASH,31920000.0
2021-05,CASH,31920000.0
2021-06,CASH,31920000.0
2021-07,CASH,29850000.0
2021-08,CASH,29850000.0
2021-09,CASH,29850000.0
2021-10,CASH,29850000.0
2021-11,CASH,29850000.0
2021-12,CASH,29850000.0
2022-01,CASH,29360000.0
2022-02,CASH,29360000.0
2022-03,CASH,29360000.0
2022-04,CASH,28445139.0
2022-05,CASH,28445139.0
2022-06,CASH,28445139.0
2022-07,CASH,28445139.0
2020-01,FRBA,14813630.0
2020-02,FRBA,14813630.0
2020-03,FRBA,14813630.0
2020-04,FRBA,14813630.0
2020-05,FRBA,14813630.0
2020-06,FRBA,14813630.0
2020-07,FRBA,14813630.0
2020-08,FRBA,14813630.0
2020-09,FRBA,14813630.0
2020-10,FRBA,14813630.0
2020-11,FRBA,14813630.0
2020-12,FRBA,14813630.0
2021-01,FRBA,14813630.0
2021-02,FRBA,14813630.0
2021-03,FRBA,14813630.0
2021-04,FRBA,14813630.0
2021-05,FRBA,14813630.0
2021-06,FRBA,14813630.0
2021-07,FRBA,14813630.0
2021-08,FRBA,14813630.0
2021-09,FRBA,14813630.0
2021-10,FRBA,14813630.0
2021-11,FRBA,14813630.0
2021-12,FRBA,14813630.0
2022-01,FRBA,14813630.0
2022-02,FRBA,14813630.0
2022-03,FRBA,14813630.0
2022-04,FRBA,14813630.0
2022-05,FRBA,14813630.0
2022-06,FRBA,14813630.0
2022-07,FRBA,14813630.0
2020-01,TWNK,123200000.0
2020-02,TWNK,123200000.0
2020-03,TWNK,123200000.0
2020-04,TWNK,124410000.0
2020-05,TWNK,124410000.0
2020-06,TWNK,124410000.0
2020-07,TWNK,126210000.0
2020-08,TWNK,126210000.0
2020-09,TWNK,126210000.0
2020-10,TWNK,130600000.0
2020-11,TWNK,130600000.0
2020-12,TWNK,130600000.0
2021-01,TWNK,131289999.99999999
2021-02,TWNK,131289999.99999999
2021-03,TWNK,131289999.99999999
2021-04,TWNK,130090000.0
2021-05,TWNK,130090000.0
2021-06,TWNK,130090000.0
2021-07,TWNK,138380000.0
2021-08,TWNK,138380000.0
2021-09,TWNK,138380000.0
2021-10,TWNK,138560000.0
2021-11,TWNK,138560000.0
2021-12,TWNK,138560000.0
2022-01,TWNK,138290000.0
2022-02,TWNK,138290000.0
2022-03,TWNK,138290000.0
2022-04,TWNK,136500000.0
2022-05,TWNK,136500000.0
2022-06,TWNK,136500000.0
2022-07,TWNK,135879996.0
2020-01,TBBK,54325552.0
2020-02,TBBK,54325552.0
2020-03,TBBK,54325552.0
2020-04,TBBK,54325552.0
2020-05,TBBK,54325552.0
2020-06,TBBK,54325552.0
2020-07,TBBK,54325552.0
2020-08,TBBK,54325552.0
2020-09,TBBK,54325552.0
2020-10,TBBK,54325552.0
2020-11,TBBK,54325552.0
2020-12,TBBK,54325552.0
2021-01,TBBK,54325552.0
2021-02,TBBK,54325552.0
2021-03,TBBK,54325552.0
2021-04,TBBK,54325552.0
2021-05,TBBK,54325552.0
2021-06,TBBK,54325552.0
2021-07,TBBK,54325552.0
2021-08,TBBK,54325552.0
2021-09,TBBK,54325552.0
2021-10,TBBK,54325552.0
2021-11,TBBK,54325552.0
2021-12,TBBK,54325552.0
2022-01,TBBK,54325552.0
2022-02,TBBK,54325552.0
2022-03,TBBK,54325552.0
2022-04,TBBK,54325552.0
2022-05,TBBK,54325552.0
2022-06,TBBK,54325552.0
2022-07,TBBK,54325552.0
2020-01,SFM,117790000.0
2020-02,SFM,117790000.0
2020-03,SFM,117790000.0
2020-04,SFM,117940000.0
2020-05,SFM,117940000.0
2020-06,SFM,117940000.0
2020-07,SFM,117950000.0
2020-08,SFM,117950000.0
2020-09,SFM,117950000.0
2020-10,SFM,117950000.0
2020-11,SFM,117950000.0
2020-12,SFM,117950000.0
2021-01,SFM,118130000.0
2021-02,SFM,118130000.0
2021-03,SFM,118130000.0
2021-04,SFM,114190000.0
2021-05,SFM,114190000.0
2021-06,SFM,114190000.0
2021-07,SFM,112260000.0
2021-08,SFM,112260000.0
2021-09,SFM,112260000.0
2021-10,SFM,110910000.0
2021-11,SFM,110910000.0
2021-12,SFM,110910000.0
2022-01,SFM,109620000.0
2022-02,SFM,109620000.0
2022-03,SFM,109620000.0
2022-04,SFM,107460000.0
2022-05,SFM,107460000.0
2022-06,SFM,107460000.0
2022-07,SFM,103196736.0
2020-01,LOB,37790000.0
2020-02,LOB,37790000.0
2020-03,LOB,37790000.0
2020-04,LOB,37820000.0
2020-05,LOB,37820000.0
2020-06,LOB,37820000.0
2020-07,LOB,38180000.0
2020-08,LOB,38180000.0
2020-09,LOB,38180000.0
2020-10,LOB,41850000.0
2020-11,LOB,41850000.0
2020-12,LOB,41850000.0
2021-01,LOB,42590000.0
2021-02,LOB,42590000.0
2021-03,LOB,42590000.0
2021-04,LOB,42800000.0
2021-05,LOB,42800000.0
2021-06,LOB,42800000.0
2021-07,LOB,43100000.0
2021-08,LOB,43100000.0
2021-09,LOB,43100000.0
2021-10,LOB,43720000.0
2021-11,LOB,43720000.0
2021-12,LOB,43720000.0
2022-01,LOB,43800000.0
2022-02,LOB,43800000.0
2022-03,LOB,43800000.0
2022-04,LOB,43870000.0
2022-05,LOB,43870000.0
2022-06,LOB,43870000.0
2022-07,LOB,32862865.0
2020-01,CWST,47320000.0
2020-02,CWST,47320000.0
2020-03,CWST,47320000.0
2020-04,CWST,47380000.0
2020-05,CWST,47380000.0
2020-06,CWST,47380000.0
2020-07,CWST,47380000.0
2020-08,CWST,47380000.0
2020-09,CWST,47380000.0
2020-10,CWST,50100000.0
2020-11,CWST,50100000.0
2020-12,CWST,50100000.0
2021-01,CWST,50380000.0
2021-02,CWST,50380000.0
2021-03,CWST,50380000.0
2021-04,CWST,50400000.0
2021-05,CWST,50400000.0
2021-06,CWST,50400000.0
2021-07,CWST,50410000.0
2021-08,CWST,50410000.0
2021-09,CWST,50410000.0
2021-10,CWST,50420000.0
2021-11,CWST,50420000.0
2021-12,CWST,50420000.0
2022-01,CWST,50650000.0
2022-02,CWST,50650000.0
2022-03,CWST,50650000.0
2022-04,CWST,50690000.0
2022-05,CWST,50690000.0
2022-06,CWST,50690000.0
2022-07,CWST,49980160.0
2020-01,PFG,273870000.0
2020-02,PFG,273870000.0
2020-03,PFG,273870000.0
2020-04,PFG,274520000.0
2020-05,PFG,274520000.0
2020-06,PFG,274520000.0
2020-07,PFG,274730000.0
2020-08,PFG,274730000.0
2020-09,PFG,274730000.0
2020-10,PFG,272610000.0
2020-11,PFG,272610000.0
2020-12,PFG,272610000.0
2021-01,PFG,272010000.0
2021-02,PFG,272010000.0
2021-03,PFG,272010000.0
2021-04,PFG,268390000.0
2021-05,PFG,268390000.0
2021-06,PFG,268390000.0
2021-07,PFG,265070000.0
2021-08,PFG,265070000.0
2021-09,PFG,265070000.0
2021-10,PFG,261230000.00000003
2021-11,PFG,261230000.00000003
2021-12,PFG,261230000.00000003
2022-01,PFG,252680000.0
2022-02,PFG,252680000.0
2022-03,PFG,252680000.0
2022-04,PFG,251542094.0
2022-05,PFG,251542094.0
2022-06,PFG,251542094.0
2022-07,PFG,251542094.0
2020-01,RDWR,46390000.0
2020-02,RDWR,46390000.0
2020-03,RDWR,46390000.0
2020-04,RDWR,46390000.0
2020-05,RDWR,46390000.0
2020-06,RDWR,46390000.0
2020-07,RDWR,46390000.0
2020-08,RDWR,46390000.0
2020-09,RDWR,46390000.0
2020-10,RDWR,35211563.0
2020-11,RDWR,35211563.0
2020-12,RDWR,35211563.0
2021-01,RDWR,35211563.0
2021-02,RDWR,35211563.0
2021-03,RDWR,35211563.0
2021-04,RDWR,35211563.0
2021-05,RDWR,35211563.0
2021-06,RDWR,35211563.0
2021-07,RDWR,35211563.0
2021-08,RDWR,35211563.0
2021-09,RDWR,35211563.0
2021-10,RDWR,35211563.0
2021-11,RDWR,35211563.0
2021-12,RDWR,35211563.0
2022-01,RDWR,35211563.0
2022-02,RDWR,35211563.0
2022-03,RDWR,35211563.0
2022-04,RDWR,35211563.0
2022-05,RDWR,35211563.0
2022-06,RDWR,35211563.0
2022-07,RDWR,35211563.0
2020-01,UPST,72460000.0
2020-02,UPST,72460000.0
2020-03,UPST,72460000.0
2020-04,UPST,72460000.0
2020-05,UPST,72460000.0
2020-06,UPST,72460000.0
2020-07,UPST,72460000.0
2020-08,UPST,72460000.0
2020-09,UPST,72460000.0
2020-10,UPST,73620000.0
2020-11,UPST,73620000.0
2020-12,UPST,73620000.0
2021-01,UPST,76900000.0
2021-02,UPST,76900000.0
2021-03,UPST,76900000.0
2021-04,UPST,77770000.0
2021-05,UPST,77770000.0
2021-06,UPST,77770000.0
2021-07,UPST,81960000.0
2021-08,UPST,81960000.0
2021-09,UPST,81960000.0
2021-10,UPST,84060000.0
2021-11,UPST,84060000.0
2021-12,UPST,84060000.0
2022-01,UPST,84770000.0
2022-02,UPST,84770000.0
2022-03,UPST,84770000.0
2022-04,UPST,81350000.0
2022-05,UPST,81350000.0
2022-06,UPST,81350000.0
2022-07,UPST,72562069.0
2020-01,VCTR,16590000.0
2020-02,VCTR,16590000.0
2020-03,VCTR,16590000.0
2020-04,VCTR,16239999.999999998
2020-05,VCTR,16239999.999999998
2020-06,VCTR,16239999.999999998
2020-07,VCTR,16239999.999999998
2020-08,VCTR,16239999.999999998
2020-09,VCTR,16239999.999999998
2020-10,VCTR,16239999.999999998
2020-11,VCTR,16239999.999999998
2020-12,VCTR,16239999.999999998
2021-01,VCTR,17685037.0
2021-02,VCTR,17685037.0
2021-03,VCTR,17685037.0
2021-04,VCTR,17685037.0
2021-05,VCTR,17685037.0
2021-06,VCTR,17685037.0
2021-07,VCTR,17685037.0
2021-08,VCTR,17685037.0
2021-09,VCTR,17685037.0
2021-10,VCTR,17685037.0
2021-11,VCTR,17685037.0
2021-12,VCTR,17685037.0
2022-01,VCTR,17685037.0
2022-02,VCTR,17685037.0
2022-03,VCTR,17685037.0
2022-04,VCTR,17685037.0
2022-05,VCTR,17685037.0
2022-06,VCTR,17685037.0
2022-07,VCTR,17685037.0
2020-01,AMBA,38120000.0
2020-02,AMBA,38120000.0
2020-03,AMBA,38120000.0
2020-04,AMBA,38120000.0
2020-05,AMBA,38120000.0
2020-06,AMBA,38120000.0
2020-07,AMBA,38120000.0
2020-08,AMBA,38120000.0
2020-09,AMBA,38120000.0
2020-10,AMBA,38120000.0
2020-11,AMBA,38120000.0
2020-12,AMBA,38120000.0
2021-01,AMBA,38120000.0
2021-02,AMBA,38120000.0
2021-03,AMBA,38120000.0
2021-04,AMBA,38120000.0
2021-05,AMBA,38120000.0
2021-06,AMBA,38120000.0
2021-07,AMBA,38120000.0
2021-08,AMBA,38120000.0
2021-09,AMBA,38120000.0
2021-10,AMBA,38120000.0
2021-11,AMBA,38120000.0
2021-12,AMBA,38120000.0
2022-01,AMBA,38120000.0
2022-02,AMBA,38120000.0
2022-03,AMBA,38120000.0
2022-04,AMBA,36321514.0
2022-05,AMBA,36321514.0
2022-06,AMBA,36321514.0
2022-07,AMBA,36321514.0
2020-01,POOL,39940000.0
2020-02,POOL,39940000.0
2020-03,POOL,39940000.0
2020-04,POOL,40080000.0
2020-05,POOL,40080000.0
2020-06,POOL,40080000.0
2020-07,POOL,40160000.0
2020-08,POOL,40160000.0
2020-09,POOL,40160000.0
2020-10,POOL,40230000.0
2020-11,POOL,40230000.0
2020-12,POOL,40230000.0
2021-01,POOL,40110000.0
2021-02,POOL,40110000.0
2021-03,POOL,40110000.0
2021-04,POOL,40100000.0
2021-05,POOL,40100000.0
2021-06,POOL,40100000.0
2021-07,POOL,40090000.0
2021-08,POOL,40090000.0
2021-09,POOL,40090000.0
2021-10,POOL,40170000.0
2021-11,POOL,40170000.0
2021-12,POOL,40170000.0
2022-01,POOL,40070000.0
2022-02,POOL,40070000.0
2022-03,POOL,40070000.0
2022-04,POOL,39590000.0
2022-05,POOL,39590000.0
2022-06,POOL,39590000.0
2022-07,POOL,39050000.0
2020-01,SGRY,50520000.0
2020-02,SGRY,50520000.0
2020-03,SGRY,50520000.0
2020-04,SGRY,50550000.0
2020-05,SGRY,50550000.0
2020-06,SGRY,50550000.0
2020-07,SGRY,50490000.0
2020-08,SGRY,50490000.0
2020-09,SGRY,50490000.0
2020-10,SGRY,59860000.0
2020-11,SGRY,59860000.0
2020-12,SGRY,59860000.0
2021-01,SGRY,59890000.0
2021-02,SGRY,59890000.0
2021-03,SGRY,59890000.0
2021-04,SGRY,82480000.0
2021-05,SGRY,82480000.0
2021-06,SGRY,82480000.0
2021-07,SGRY,82440000.0
2021-08,SGRY,82440000.0
2021-09,SGRY,82440000.0
2021-10,SGRY,89360000.0
2021-11,SGRY,89360000.0
2021-12,SGRY,89360000.0
2022-01,SGRY,89900000.0
2022-02,SGRY,89900000.0
2022-03,SGRY,89900000.0
2022-04,SGRY,89940000.0
2022-05,SGRY,89940000.0
2022-06,SGRY,89940000.0
2022-07,SGRY,37807595.0
2020-01,BRY,79760000.0
2020-02,BRY,79760000.0
2020-03,BRY,79760000.0
2020-04,BRY,79870000.0
2020-05,BRY,79870000.0
2020-06,BRY,79870000.0
2020-07,BRY,79930000.0
2020-08,BRY,79930000.0
2020-09,BRY,79930000.0
2020-10,BRY,79930000.0
2020-11,BRY,79930000.0
2020-12,BRY,79930000.0
2021-01,BRY,80470000.0
2021-02,BRY,80470000.0
2021-03,BRY,80470000.0
2021-04,BRY,80470000.0
2021-05,BRY,80470000.0
2021-06,BRY,80470000.0
2021-07,BRY,80010000.0
2021-08,BRY,80010000.0
2021-09,BRY,80010000.0
2021-10,BRY,80310000.0
2021-11,BRY,80310000.0
2021-12,BRY,80310000.0
2022-01,BRY,80760000.0
2022-02,BRY,80760000.0
2022-03,BRY,80760000.0
2022-04,BRY,78760000.0
2022-05,BRY,78760000.0
2022-06,BRY,78760000.0
2022-07,BRY,71630967.0
2020-01,TNDM,60100000.0
2020-02,TNDM,60100000.0
2020-03,TNDM,60100000.0
2020-04,TNDM,60910000.0
2020-05,TNDM,60910000.0
2020-06,TNDM,60910000.0
2020-07,TNDM,62190000.0
2020-08,TNDM,62190000.0
2020-09,TNDM,62190000.0
2020-10,TNDM,62500000.0
2020-11,TNDM,62500000.0
2020-12,TNDM,62500000.0
2021-01,TNDM,62640000.0
2021-02,TNDM,62640000.0
2021-03,TNDM,62640000.0
2021-04,TNDM,63030000.0
2021-05,TNDM,63030000.0
2021-06,TNDM,63030000.0
2021-07,TNDM,63530000.0
2021-08,TNDM,63530000.0
2021-09,TNDM,63530000.0
2021-10,TNDM,63870000.0
2021-11,TNDM,63870000.0
2021-12,TNDM,63870000.0
2022-01,TNDM,63960000.0
2022-02,TNDM,63960000.0
2022-03,TNDM,63960000.0
2022-04,TNDM,64220000.0
2022-05,TNDM,64220000.0
2022-06,TNDM,64220000.0
2022-07,TNDM,63602622.0
2020-01,RETO,25562660.0
2020-02,RETO,25562660.0
2020-03,RETO,25562660.0
2020-04,RETO,25562660.0
2020-05,RETO,25562660.0
2020-06,RETO,25562660.0
2020-07,RETO,25562660.0
2020-08,RETO,25562660.0
2020-09,RETO,25562660.0
2020-10,RETO,25562660.0
2020-11,RETO,25562660.0
2020-12,RETO,25562660.0
2021-01,RETO,25562660.0
2021-02,RETO,25562660.0
2021-03,RETO,25562660.0
2021-04,RETO,25562660.0
2021-05,RETO,25562660.0
2021-06,RETO,25562660.0
2021-07,RETO,25562660.0
2021-08,RETO,25562660.0
2021-09,RETO,25562660.0
2021-10,RETO,25562660.0
2021-11,RETO,25562660.0
2021-12,RETO,25562660.0
2022-01,RETO,25562660.0
2022-02,RETO,25562660.0
2022-03,RETO,25562660.0
2022-04,RETO,25562660.0
2022-05,RETO,25562660.0
2022-06,RETO,25562660.0
2022-07,RETO,25562660.0
2020-01,SCHL,32530000.0
2020-02,SCHL,32530000.0
2020-03,SCHL,32530000.0
2020-04,SCHL,32549999.999999996
2020-05,SCHL,32549999.999999996
2020-06,SCHL,32549999.999999996
2020-07,SCHL,32640000.0
2020-08,SCHL,32640000.0
2020-09,SCHL,32640000.0
2020-10,SCHL,32670000.0
2020-11,SCHL,32670000.0
2020-12,SCHL,32670000.0
2021-01,SCHL,32720000.0
2021-02,SCHL,32720000.0
2021-03,SCHL,32720000.0
2021-04,SCHL,32750000.0
2021-05,SCHL,32750000.0
2021-06,SCHL,32750000.0
2021-07,SCHL,32900000.0
2021-08,SCHL,32900000.0
2021-09,SCHL,32900000.0
2021-10,SCHL,32759999.999999996
2021-11,SCHL,32759999.999999996
2021-12,SCHL,32759999.999999996
2022-01,SCHL,32470000.0
2022-02,SCHL,32470000.0
2022-03,SCHL,32470000.0
2022-04,SCHL,32750000.0
2022-05,SCHL,32750000.0
2022-06,SCHL,32750000.0
2022-07,SCHL,61535061.0
2020-01,RMBS,113740000.0
2020-02,RMBS,113740000.0
2020-03,RMBS,113740000.0
2020-04,RMBS,113920000.0
2020-05,RMBS,113920000.0
2020-06,RMBS,113920000.0
2020-07,RMBS,111730000.0
2020-08,RMBS,111730000.0
2020-09,RMBS,111730000.0
2020-10,RMBS,111730000.0
2020-11,RMBS,111730000.0
2020-12,RMBS,111730000.0
2021-01,RMBS,108900000.0
2021-02,RMBS,108900000.0
2021-03,RMBS,108900000.0
2021-04,RMBS,109360000.0
2021-05,RMBS,109360000.0
2021-06,RMBS,109360000.0
2021-07,RMBS,109320000.0
2021-08,RMBS,109320000.0
2021-09,RMBS,109320000.0
2021-10,RMBS,109320000.0
2021-11,RMBS,109320000.0
2021-12,RMBS,109320000.0
2022-01,RMBS,110530000.0
2022-02,RMBS,110530000.0
2022-03,RMBS,110530000.0
2022-04,RMBS,109274353.0
2022-05,RMBS,109274353.0
2022-06,RMBS,109274353.0
2022-07,RMBS,109274353.0
2020-01,PVBC,19480000.0
2020-02,PVBC,19480000.0
2020-03,PVBC,19480000.0
2020-04,PVBC,19470000.0
2020-05,PVBC,19470000.0
2020-06,PVBC,19470000.0
2020-07,PVBC,19430000.0
2020-08,PVBC,19430000.0
2020-09,PVBC,19430000.0
2020-10,PVBC,19010000.0
2020-11,PVBC,19010000.0
2020-12,PVBC,19010000.0
2021-01,PVBC,18340000.0
2021-02,PVBC,18340000.0
2021-03,PVBC,18340000.0
2021-04,PVBC,18100000.0
2021-05,PVBC,18100000.0
2021-06,PVBC,18100000.0
2021-07,PVBC,17930000.0
2021-08,PVBC,17930000.0
2021-09,PVBC,17930000.0
2021-10,PVBC,17830000.0
2021-11,PVBC,17830000.0
2021-12,PVBC,17830000.0
2022-01,PVBC,17810000.0
2022-02,PVBC,17810000.0
2022-03,PVBC,17810000.0
2022-04,PVBC,17720000.0
2022-05,PVBC,17720000.0
2022-06,PVBC,17720000.0
2022-07,PVBC,15607985.0
2020-01,GPP,23160000.0
2020-02,GPP,23160000.0
2020-03,GPP,23160000.0
2020-04,GPP,23210000.0
2020-05,GPP,23210000.0
2020-06,GPP,23210000.0
2020-07,GPP,23210000.0
2020-08,GPP,23210000.0
2020-09,GPP,23210000.0
2020-10,GPP,23210000.0
2020-11,GPP,23210000.0
2020-12,GPP,23210000.0
2021-01,GPP,23210000.0
2021-02,GPP,23210000.0
2021-03,GPP,23210000.0
2021-04,GPP,23230000.0
2021-05,GPP,23230000.0
2021-06,GPP,23230000.0
2021-07,GPP,23230000.0
2021-08,GPP,23230000.0
2021-09,GPP,23230000.0
2021-10,GPP,23230000.0
2021-11,GPP,23230000.0
2021-12,GPP,23230000.0
2022-01,GPP,23230000.0
2022-02,GPP,23230000.0
2022-03,GPP,23230000.0
2022-04,GPP,23250000.0
2022-05,GPP,23250000.0
2022-06,GPP,23250000.0
2022-07,GPP,7950593.0
2020-01,CYTK,59470000.0
2020-02,CYTK,59470000.0
2020-03,CYTK,59470000.0
2020-04,CYTK,70500000.0
2020-05,CYTK,70500000.0
2020-06,CYTK,70500000.0
2020-07,CYTK,70780000.0
2020-08,CYTK,70780000.0
2020-09,CYTK,70780000.0
2020-10,CYTK,71110000.0
2020-11,CYTK,71110000.0
2020-12,CYTK,71110000.0
2021-01,CYTK,71740000.0
2021-02,CYTK,71740000.0
2021-03,CYTK,71740000.0
2021-04,CYTK,83510000.0
2021-05,CYTK,83510000.0
2021-06,CYTK,83510000.0
2021-07,CYTK,83880000.0
2021-08,CYTK,83880000.0
2021-09,CYTK,83880000.0
2021-10,CYTK,84860000.0
2021-11,CYTK,84860000.0
2021-12,CYTK,84860000.0
2022-01,CYTK,85650000.0
2022-02,CYTK,85650000.0
2022-03,CYTK,85650000.0
2022-04,CYTK,94140000.0
2022-05,CYTK,94140000.0
2022-06,CYTK,94140000.0
2022-07,CYTK,84967852.0
2020-01,ESQ,7670000.0
2020-02,ESQ,7670000.0
2020-03,ESQ,7670000.0
2020-04,ESQ,7660000.0
2020-05,ESQ,7660000.0
2020-06,ESQ,7660000.0
2020-07,ESQ,7660000.0
2020-08,ESQ,7660000.0
2020-09,ESQ,7660000.0
2020-10,ESQ,7810000.0
2020-11,ESQ,7810000.0
2020-12,ESQ,7810000.0
2021-01,ESQ,7830000.0
2021-02,ESQ,7830000.0
2021-03,ESQ,7830000.0
2021-04,ESQ,7830000.0
2021-05,ESQ,7830000.0
2021-06,ESQ,7830000.0
2021-07,ESQ,7850000.0
2021-08,ESQ,7850000.0
2021-09,ESQ,7850000.0
2021-10,ESQ,8090000.0
2021-11,ESQ,8090000.0
2021-12,ESQ,8090000.0
2022-01,ESQ,8080000.0
2022-02,ESQ,8080000.0
2022-03,ESQ,8080000.0
2022-04,ESQ,8080000.0
2022-05,ESQ,8080000.0
2022-06,ESQ,8080000.0
2022-07,ESQ,5336609.0
2020-01,PLBY,7540000.0
2020-02,PLBY,7540000.0
2020-03,PLBY,7540000.0
2020-04,PLBY,7540000.0
2020-05,PLBY,7540000.0
2020-06,PLBY,7540000.0
2020-07,PLBY,7540000.0
2020-08,PLBY,7540000.0
2020-09,PLBY,7540000.0
2020-10,PLBY,33560000.0
2020-11,PLBY,33560000.0
2020-12,PLBY,33560000.0
2021-01,PLBY,33810000.0
2021-02,PLBY,33810000.0
2021-03,PLBY,33810000.0
2021-04,PLBY,40790000.0
2021-05,PLBY,40790000.0
2021-06,PLBY,40790000.0
2021-07,PLBY,41380000.0
2021-08,PLBY,41380000.0
2021-09,PLBY,41380000.0
2021-10,PLBY,42610000.0
2021-11,PLBY,42610000.0
2021-12,PLBY,42610000.0
2022-01,PLBY,45220000.0
2022-02,PLBY,45220000.0
2022-03,PLBY,45220000.0
2022-04,PLBY,45630000.0
2022-05,PLBY,45630000.0
2022-06,PLBY,45630000.0
2022-07,PLBY,31518319.0
2020-01,EQBK,15200000.0
2020-02,EQBK,15200000.0
2020-03,EQBK,15200000.0
2020-04,EQBK,15220000.0
2020-05,EQBK,15220000.0
2020-06,EQBK,15220000.0
2020-07,EQBK,14850000.0
2020-08,EQBK,14850000.0
2020-09,EQBK,14850000.0
2020-10,EQBK,14450000.0
2020-11,EQBK,14450000.0
2020-12,EQBK,14450000.0
2021-01,EQBK,14330000.0
2021-02,EQBK,14330000.0
2021-03,EQBK,14330000.0
2021-04,EQBK,14360000.0
2021-05,EQBK,14360000.0
2021-06,EQBK,14360000.0
2021-07,EQBK,16850000.0
2021-08,EQBK,16850000.0
2021-09,EQBK,16850000.0
2021-10,EQBK,16660000.0
2021-11,EQBK,16660000.0
2021-12,EQBK,16660000.0
2022-01,EQBK,16280000.000000002
2022-02,EQBK,16280000.000000002
2022-03,EQBK,16280000.000000002
2022-04,EQBK,16090000.0
2022-05,EQBK,16090000.0
2022-06,EQBK,16090000.0
2022-07,EQBK,13121902.0
2020-01,MEDP,35370000.0
2020-02,MEDP,35370000.0
2020-03,MEDP,35370000.0
2020-04,MEDP,35410000.0
2020-05,MEDP,35410000.0
2020-06,MEDP,35410000.0
2020-07,MEDP,35770000.0
2020-08,MEDP,35770000.0
2020-09,MEDP,35770000.0
2020-10,MEDP,35730000.0
2020-11,MEDP,35730000.0
2020-12,MEDP,35730000.0
2021-01,MEDP,35970000.0
2021-02,MEDP,35970000.0
2021-03,MEDP,35970000.0
2021-04,MEDP,35820000.0
2021-05,MEDP,35820000.0
2021-06,MEDP,35820000.0
2021-07,MEDP,35940000.0
2021-08,MEDP,35940000.0
2021-09,MEDP,35940000.0
2021-10,MEDP,35230000.0
2021-11,MEDP,35230000.0
2021-12,MEDP,35230000.0
2022-01,MEDP,33650000.0
2022-02,MEDP,33650000.0
2022-03,MEDP,33650000.0
2022-04,MEDP,31000000.0
2022-05,MEDP,31000000.0
2022-06,MEDP,31000000.0
2022-07,MEDP,31100000.0
2020-01,MBIN,43110000.0
2020-02,MBIN,43110000.0
2020-03,MBIN,43110000.0
2020-04,MBIN,43120000.0
2020-05,MBIN,43120000.0
2020-06,MBIN,43120000.0
2020-07,MBIN,43120000.0
2020-08,MBIN,43120000.0
2020-09,MBIN,43120000.0
2020-10,MBIN,43170000.0
2020-11,MBIN,43170000.0
2020-12,MBIN,43170000.0
2021-01,MBIN,43170000.0
2021-02,MBIN,43170000.0
2021-03,MBIN,43170000.0
2021-04,MBIN,43180000.0
2021-05,MBIN,43180000.0
2021-06,MBIN,43180000.0
2021-07,MBIN,43180000.0
2021-08,MBIN,43180000.0
2021-09,MBIN,43180000.0
2021-10,MBIN,43270000.0
2021-11,MBIN,43270000.0
2021-12,MBIN,43270000.0
2022-01,MBIN,43270000.0
2022-02,MBIN,43270000.0
2022-03,MBIN,43270000.0
2022-04,MBIN,43110000.0
2022-05,MBIN,43110000.0
2022-06,MBIN,43110000.0
